Ano do Gasto;Elemento;Fonte de Recursos1;Programa1;Projeto / Atividade;Subfunção1;Table Names;Órgão1;Abr;Ago;Dez;Fev;Jan;Jul;Jun;Mai;Mar;Nov;Out;Set;Valor Empenhado
2020;33900800 - Outros Benefícios Assistenciais do Servidor e;100 - Ordinários Provenientes de Impostos;0002 - Gestão Administrativa;2660 -;122 - Administração Geral;Gastos_rj_2020.csv;25 - Secretaria de Estado de Administração Peniten;58194;0;62076;67637;56814;0;0;51655;51620;76084;0;0;471017
2020;33904600 - Auxílio Alimentação;100 - Ordinários Provenientes de Impostos;0002 - Gestão Administrativa;2660 -;122 - Administração Geral;Gastos_rj_2020.csv;25 - Secretaria de Estado de Administração Peniten;330837;0;350885;373913;288959;0;0;378525;312107;374945;0;0;2742504
2020;33904900 - Auxílio Transporte;100 - Ordinários Provenientes de Impostos;0002 - Gestão Administrativa;2660 -;122 - Administração Geral;Gastos_rj_2020.csv;25 - Secretaria de Estado de Administração Peniten;459293;0;443345;449080;450887;0;0;460832;455517;457679;0;0;3620973
2020;33909200 - Despesas de Exercícios Anteriores;100 - Ordinários Provenientes de Impostos;0002 - Gestão Administrativa;2660 -;122 - Administração Geral;Gastos_rj_2020.csv;25 - Secretaria de Estado de Administração Peniten;288;0;0;10894;19218;0;0;2383;45151;0;0;0;82191
2020;31900100 - Aposentadorias e Reformas;100 - Ordinários Provenientes de Impostos;0002 - Gestão Administrativa;2660 -;122 - Administração Geral;Gastos_rj_2020.csv;51 - Secretaria de Estado de Polícia Militar;135098;0;24087;187310;34359;0;0;36990;161714;0;0;0;603642
2020;31900300 - Pensões do RPPS e do Militar;100 - Ordinários Provenientes de Impostos;0002 - Gestão Administrativa;2660 -;122 - Administração Geral;Gastos_rj_2020.csv;51 - Secretaria de Estado de Polícia Militar;2197242;0;2223261;2216137;2173391;0;0;2196948;2226481;0;0;0;15418358
2020;31900400 - Contratação Por Tempo Determinado;100 - Ordinários Provenientes de Impostos;0002 - Gestão Administrativa;2660 -;122 - Administração Geral;Gastos_rj_2020.csv;51 - Secretaria de Estado de Polícia Militar;744669;0;337014;813477;824229;0;0;690053;796827;0;0;0;4522257
2020;31900500 - Outros Benefícios Previdenciários do Servidor;100 - Ordinários Provenientes de Impostos;0002 - Gestão Administrativa;2660 -;122 - Administração Geral;Gastos_rj_2020.csv;51 - Secretaria de Estado de Polícia Militar;6043;0;0;671;1236;0;0;6043;15056;0;0;0;29050
2020;31901100 - Vencimentos e Vantagens Fixas - Pessoal Civil;100 - Ordinários Provenientes de Impostos;0002 - Gestão Administrativa;2660 -;122 - Administração Geral;Gastos_rj_2020.csv;51 - Secretaria de Estado de Polícia Militar;1199948;0;1464284;1289689;1321417;0;0;1212851;1242192;0;891;0;9041014
2020;31901200 - Vencimentos e Vantagens Fixas - Pessoal Milit;100 - Ordinários Provenientes de Impostos;0002 - Gestão Administrativa;2660 -;122 - Administração Geral;Gastos_rj_2020.csv;51 - Secretaria de Estado de Polícia Militar;138151414;0;177513341;252243433;244569668;-15589452;0;194058171;225160284;112284549;245355376;0;1812944306
2020;31901300 - Obrigações Patronais;100 - Ordinários Provenientes de Impostos;0002 - Gestão Administrativa;2660 -;122 - Administração Geral;Gastos_rj_2020.csv;51 - Secretaria de Estado de Polícia Militar;0;0;0;159058;165806;0;0;344567;185155;0;161709;0;1195679
2020;31901600 - Outras Despesas Variáveis - Pessoal Civil;100 - Ordinários Provenientes de Impostos;0002 - Gestão Administrativa;2660 -;122 - Administração Geral;Gastos_rj_2020.csv;51 - Secretaria de Estado de Polícia Militar;978414;0;974687;779820;778976;0;0;1195965;1261656;0;0;0;6947975
2020;31901700 - Outras Despesas Variáveis - Pessoal Militar;100 - Ordinários Provenientes de Impostos;0002 - Gestão Administrativa;2660 -;122 - Administração Geral;Gastos_rj_2020.csv;51 - Secretaria de Estado de Polícia Militar;79758397;13609872;81831480;12314633;11141948;12652793;12037576;67244414;37211645;13407176;77342484;1282786;434297791
2020;31909100 - Sentenças Judiciais;100 - Ordinários Provenientes de Impostos;0002 - Gestão Administrativa;2660 -;122 - Administração Geral;Gastos_rj_2020.csv;51 - Secretaria de Estado de Polícia Militar;478;0;1435;2733;20438;0;0;478;478;0;0;0;26999
2020;31909200 - Despesas de Exercícios Anteriores;100 - Ordinários Provenientes de Impostos;0002 - Gestão Administrativa;2660 -;122 - Administração Geral;Gastos_rj_2020.csv;51 - Secretaria de Estado de Polícia Militar;1097382;0;1290101;4038888;5117595;0;0;1587838;2131765;0;1323809;0;18790271
2020;31911300 - Obrigações Patronais;100 - Ordinários Provenientes de Impostos;0002 - Gestão Administrativa;2660 -;122 - Administração Geral;Gastos_rj_2020.csv;51 - Secretaria de Estado de Polícia Militar;601003;39170533;-289629;8673118;68326089;-57170534;0;5714251;0;316523;-39170534;0;31800363
2020;33900800 - Outros Benefícios Assistenciais do Servidor e;100 - Ordinários Provenientes de Impostos;0002 - Gestão Administrativa;2660 -;122 - Administração Geral;Gastos_rj_2020.csv;51 - Secretaria de Estado de Polícia Militar;195287;0;0;260695;183965;0;0;192867;191483;228103;280424;0;1742734
2020;33901900 - Auxílio-Fardamento;100 - Ordinários Provenientes de Impostos;0002 - Gestão Administrativa;2660 -;122 - Administração Geral;Gastos_rj_2020.csv;51 - Secretaria de Estado de Polícia Militar;370254;0;0;167025;79833;0;0;1235551;98384;159548;105254;0;2257465
2020;33904600 - Auxílio Alimentação;100 - Ordinários Provenientes de Impostos;0002 - Gestão Administrativa;2660 -;122 - Administração Geral;Gastos_rj_2020.csv;51 - Secretaria de Estado de Polícia Militar;2656600;0;0;2623846;2557755;-432708;0;3092584;2581482;158755;2703017;0;18455449
2020;33904900 - Auxílio Transporte;100 - Ordinários Provenientes de Impostos;0002 - Gestão Administrativa;2660 -;122 - Administração Geral;Gastos_rj_2020.csv;51 - Secretaria de Estado de Polícia Militar;4530394;755898;792642;4567651;3818411;718315;0;3812985;4915504;3891744;2453942;2244102;37154851
2020;33909200 - Despesas de Exercícios Anteriores;100 - Ordinários Provenientes de Impostos;0002 - Gestão Administrativa;2660 -;122 - Administração Geral;Gastos_rj_2020.csv;51 - Secretaria de Estado de Polícia Militar;3669;0;617;59142;134898;0;0;49520;43521;0;0;0;413275
2020;33913000 - Material de Consumo;100 - Ordinários Provenientes de Impostos;0002 - Gestão Administrativa;2660 -;122 - Administração Geral;Gastos_rj_2020.csv;51 - Secretaria de Estado de Polícia Militar;4666081;0;0;4666081;4666081;0;0;4666081;4666081;4666081;4666081;0;37328652
2020;31900700 - Contribuição a Entidades Fechadas de Previdên;100 - Ordinários Provenientes de Impostos;0002 - Gestão Administrativa;2660 -;122 - Administração Geral;Gastos_rj_2020.csv;52 - Secretaria de Estado de Policia Civil;156212;0;291625;155261;187931;0;158447;156692;0;0;0;0;1106171
2020;31901100 - Vencimentos e Vantagens Fixas - Pessoal Civil;100 - Ordinários Provenientes de Impostos;0002 - Gestão Administrativa;2660 -;122 - Administração Geral;Gastos_rj_2020.csv;52 - Secretaria de Estado de Policia Civil;72585528;0;184894838;61889707;68386863;-12651;65859141;59268194;4506233;63325857;-30274;-14763;667158376
2020;31901300 - Obrigações Patronais;100 - Ordinários Provenientes de Impostos;0002 - Gestão Administrativa;2660 -;122 - Administração Geral;Gastos_rj_2020.csv;52 - Secretaria de Estado de Policia Civil;0;0;45223;33000;32112;-6314;31411;29463;30000;0;-29464;-88800;125434
2020;31901600 - Outras Despesas Variáveis - Pessoal Civil;100 - Ordinários Provenientes de Impostos;0002 - Gestão Administrativa;2660 -;122 - Administração Geral;Gastos_rj_2020.csv;52 - Secretaria de Estado de Policia Civil;11999066;0;21213701;5243177;14103142;0;1002486;11474925;0;0;0;-24400;65012101
2020;31911300 - Obrigações Patronais;100 - Ordinários Provenientes de Impostos;0002 - Gestão Administrativa;2660 -;122 - Administração Geral;Gastos_rj_2020.csv;52 - Secretaria de Estado de Policia Civil;24444000;0;73951867;24746701;24173702;0;23837082;23813669;0;24345452;0;0;257932216
2020;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;100 - Ordinários Provenientes de Impostos;0002 - Gestão Administrativa;8021 -;122 - Administração Geral;Gastos_rj_2020.csv;06 - Gabinete de Segurança Institucional do Estado;-3;78840;238;31718;5603;23179;33362;8678;59720;25647;56660;25390;349036
2020;33901500 - Diárias - Militar;100 - Ordinários Provenientes de Impostos;0059 - Desenvolvimento das Atividades de Segurança O;2281 -;181 - Policiamento;Gastos_rj_2020.csv;06 - Gabinete de Segurança Institucional do Estado;0;4571;13936;49647;17274;9540;235;0;4438;7378;5928;6384;150944
2020;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;100 - Ordinários Provenientes de Impostos;0059 - Desenvolvimento das Atividades de Segurança O;2281 -;181 - Policiamento;Gastos_rj_2020.csv;06 - Gabinete de Segurança Institucional do Estado;0;20000;0;20000;10000;0;0;0;30000;50000;0;0;130000
2020;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;100 - Ordinários Provenientes de Impostos;0467 - Segurança Alimentar e Nutricional;8227 -;306 - Alimentação e Nutrição;Gastos_rj_2020.csv;25 - Secretaria de Estado de Administração Peniten;0;0;0;1602985;10775206;0;0;0;-9983021;0;0;0;2395171
2020;33903000 - Material de Consumo;100 - Ordinários Provenientes de Impostos;0470 - Fortalecimento da Gestão Pública;2039 -;781 - Transporte Aéreo;Gastos_rj_2020.csv;06 - Gabinete de Segurança Institucional do Estado;4000;340000;-215564;1;6962;6000;16000;187000;38000;7600;105500;12000;621899
2020;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;100 - Ordinários Provenientes de Impostos;0470 - Fortalecimento da Gestão Pública;2039 -;781 - Transporte Aéreo;Gastos_rj_2020.csv;06 - Gabinete de Segurança Institucional do Estado;199432;255356;-22163;341264;443473;175816;143724;204192;290191;391364;362856;133498;3205645
2020;33904700 - Obrigações Tributárias e Contributivas;100 - Ordinários Provenientes de Impostos;0002 - Gestão Administrativa;0467 - Despesas Obrigatórias de caráter Primário;122 - Administração Geral;Gastos_rj_2020.csv;21 - Secretaria de Estado de Planejamento e Gestão;0;0;0;0;0;0;0;0;0;0;0;0;3698
2020;33901500 - Diárias - Militar;100 - Ordinários Provenientes de Impostos;0002 - Gestão Administrativa;2016 - Manut  Ativid  Operacionais / Administrativas;122 - Administração Geral;Gastos_rj_2020.csv;06 - Gabinete de Segurança Institucional do Estado;0;780;0;0;0;0;0;0;0;0;0;0;1401
2020;33903300 - Passagens e Despesas com Locomoção;100 - Ordinários Provenientes de Impostos;0002 - Gestão Administrativa;2016 - Manut  Ativid  Operacionais / Administrativas;122 - Administração Geral;Gastos_rj_2020.csv;06 - Gabinete de Segurança Institucional do Estado;0;0;0;0;0;0;0;0;0;0;0;0;30000
2020;33903300 - Passagens e Despesas com Locomoção;100 - Ordinários Provenientes de Impostos;0002 - Gestão Administrativa;2016 - Manut  Ativid  Operacionais / Administrativas;122 - Administração Geral;Gastos_rj_2020.csv;25 - Secretaria de Estado de Administração Peniten;0;0;0;0;0;0;0;0;0;0;0;0;301875
2020;33903000 - Material de Consumo;100 - Ordinários Provenientes de Impostos;0002 - Gestão Administrativa;2016 - Manut  Ativid  Operacionais / Administrativas;122 - Administração Geral;Gastos_rj_2020.csv;30 - Secretaria de Estado de Trabalho e Renda;10000;34642;-5408;0;0;0;0;0;0;-282;8112;0;51064
2020;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;100 - Ordinários Provenientes de Impostos;0002 - Gestão Administrativa;2016 - Manut  Ativid  Operacionais / Administrativas;122 - Administração Geral;Gastos_rj_2020.csv;30 - Secretaria de Estado de Trabalho e Renda;10000;14341;-1;0;0;2430;962;49160;34239;21022;26406;76559;238122
2020;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;100 - Ordinários Provenientes de Impostos;0002 - Gestão Administrativa;2016 - Manut  Ativid  Operacionais / Administrativas;122 - Administração Geral;Gastos_rj_2020.csv;51 - Secretaria de Estado de Polícia Militar;4847860;375669;-693752;2002341;0;24330;0;1246406;1254221;-434126;0;0;9382952
2020;31901300 - Obrigações Patronais;100 - Ordinários Provenientes de Impostos;0002 - Gestão Administrativa;2660 - Pessoal e Encargos Sociais;122 - Administração Geral;Gastos_rj_2020.csv;16 - Secretaria de Estado de Defesa Civil e Corpo;0;0;2126;0;0;0;0;0;0;0;0;0;3678
2020;31901600 - Outras Despesas Variáveis - Pessoal Civil;100 - Ordinários Provenientes de Impostos;0002 - Gestão Administrativa;2660 - Pessoal e Encargos Sociais;122 - Administração Geral;Gastos_rj_2020.csv;16 - Secretaria de Estado de Defesa Civil e Corpo;0;0;273998;0;0;0;0;0;0;300656;0;0;835830
2020;31909200 - Despesas de Exercícios Anteriores;100 - Ordinários Provenientes de Impostos;0002 - Gestão Administrativa;2660 - Pessoal e Encargos Sociais;122 - Administração Geral;Gastos_rj_2020.csv;16 - Secretaria de Estado de Defesa Civil e Corpo;483141;0;810418;1205192;0;0;0;0;1618534;26964;0;0;6468497
2020;31901100 - Vencimentos e Vantagens Fixas - Pessoal Civil;100 - Ordinários Provenientes de Impostos;0002 - Gestão Administrativa;2660 - Pessoal e Encargos Sociais;122 - Administração Geral;Gastos_rj_2020.csv;21 - Secretaria de Estado de Planejamento e Gestão;0;0;0;0;0;0;0;0;0;0;0;0;40385
2020;31901300 - Obrigações Patronais;100 - Ordinários Provenientes de Impostos;0002 - Gestão Administrativa;2660 - Pessoal e Encargos Sociais;122 - Administração Geral;Gastos_rj_2020.csv;21 - Secretaria de Estado de Planejamento e Gestão;0;0;0;0;0;0;0;0;0;0;0;0;41695
2020;31901600 - Outras Despesas Variáveis - Pessoal Civil;100 - Ordinários Provenientes de Impostos;0002 - Gestão Administrativa;2660 - Pessoal e Encargos Sociais;122 - Administração Geral;Gastos_rj_2020.csv;21 - Secretaria de Estado de Planejamento e Gestão;0;0;0;0;0;0;0;0;0;0;0;0;232765
2020;31911300 - Obrigações Patronais;100 - Ordinários Provenientes de Impostos;0002 - Gestão Administrativa;2660 - Pessoal e Encargos Sociais;122 - Administração Geral;Gastos_rj_2020.csv;21 - Secretaria de Estado de Planejamento e Gestão;0;0;0;0;0;0;0;0;0;0;0;0;980
2020;33904600 - Auxílio Alimentação;100 - Ordinários Provenientes de Impostos;0002 - Gestão Administrativa;2660 - Pessoal e Encargos Sociais;122 - Administração Geral;Gastos_rj_2020.csv;21 - Secretaria de Estado de Planejamento e Gestão;0;0;0;0;0;0;0;0;0;0;0;0;9696
2020;31901100 - Vencimentos e Vantagens Fixas - Pessoal Civil;100 - Ordinários Provenientes de Impostos;0002 - Gestão Administrativa;2660 - Pessoal e Encargos Sociais;122 - Administração Geral;Gastos_rj_2020.csv;30 - Secretaria de Estado de Trabalho e Renda;134979;141190;437062;144135;0;156704;138932;133784;131163;149518;138496;142292;1969544
2020;31901600 - Outras Despesas Variáveis - Pessoal Civil;100 - Ordinários Provenientes de Impostos;0002 - Gestão Administrativa;2660 - Pessoal e Encargos Sociais;122 - Administração Geral;Gastos_rj_2020.csv;30 - Secretaria de Estado de Trabalho e Renda;184355;181091;185117;182877;0;181091;180440;181904;186726;181091;181681;178051;2206761
2020;31909100 - Sentenças Judiciais;100 - Ordinários Provenientes de Impostos;0002 - Gestão Administrativa;2660 - Pessoal e Encargos Sociais;122 - Administração Geral;Gastos_rj_2020.csv;30 - Secretaria de Estado de Trabalho e Renda;301;301;301;301;0;301;301;301;301;301;301;301;3617
2020;31911300 - Obrigações Patronais;100 - Ordinários Provenientes de Impostos;0002 - Gestão Administrativa;2660 - Pessoal e Encargos Sociais;122 - Administração Geral;Gastos_rj_2020.csv;30 - Secretaria de Estado de Trabalho e Renda;28066;28098;55065;28066;0;28098;28107;28066;28066;30776;28436;28098;366628
2020;33900800 - Outros Benefícios Assistenciais do Servidor e;100 - Ordinários Provenientes de Impostos;0002 - Gestão Administrativa;2660 - Pessoal e Encargos Sociais;122 - Administração Geral;Gastos_rj_2020.csv;52 - Secretaria de Estado de Policia Civil;34763;0;47690;0;0;0;28325;0;0;47209;56650;44061;285322
2020;33903000 - Material de Consumo;100 - Ordinários Provenientes de Impostos;0478 - Prevenção à Violência e Combate à Criminalida;2878 - Gestão da Frota da Polícia Militar;181 - Policiamento;Gastos_rj_2020.csv;51 - Secretaria de Estado de Polícia Militar;5550976;0;-286546;3442498;0;0;2014648;0;0;0;0;0;15721578
