Órgão;Elemento;Fonte de Recursos;Subfunção;Programa;Projeto / Atividade;Jan;Fev;Mar;Abr;Mai;Jun;Jul;Ago;Set;Out;Nov;Dez;Valor Empenhado
06 - Gabinete de Segurança Institucional do Estado;31901300 - Obrigações Patronais;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;50.165,09;49.444,28;54.446,10;60.462,04;61.577,41;56.820,24;58.053,37;59.006,91;60.899,85;59.209,70;57.641,35;104.345,31;801.392,35
06 - Gabinete de Segurança Institucional do Estado;31901600 - Outras Despesas Variáveis - Pessoal Civil;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;1.070.972,07;1.064.043,15;1.015.181,85;1.055.443,37;1.065.852,22;1.060.489,95;1.087.271,95;1.085.908,68;1.100.214,90;1.081.011,70;1.098.446,64;1.128.557,12;14.030.463,96
06 - Gabinete de Segurança Institucional do Estado;31909200 - Despesas de Exercícios Anteriores;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;3.491,13;20.637,77;0;0;0;0;720;0;0;0;0;0;24.848,90
06 - Gabinete de Segurança Institucional do Estado;31911300 - Obrigações Patronais;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;4.681,64;4.681,64;4.681,64;4.681,64;4.648,38;4.648,38;4.648,38;4.648,38;4.648,38;4.648,38;4.648,38;9.334,36;65.386,58
08 - Vice-Governadoria do Estado;31901100 - Vencimentos e Vantagens Fixas - Pessoal Civil;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;60.530,12;38.025,34;41.604,04;44.346,38;30.145,90;37.580,91;30.718,75;29.939,73;40.514,16;32.879,26;30.490,99;302.702,40;719.477,98
08 - Vice-Governadoria do Estado;31901300 - Obrigações Patronais;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;44.427,18;42.246,73;40.641,93;43.185,87;39.505,11;40.013,66;39.355,95;38.694,10;40.186,57;39.621,57;39.152,10;78.180,20;525.210,97
08 - Vice-Governadoria do Estado;31901600 - Outras Despesas Variáveis - Pessoal Civil;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;249.395,92;220.651,03;228.767,69;228.796,95;228.696,95;221.016,95;236.587,28;221.535,18;236.758,39;235.563,82;235.810,75;234.563,62;2.778.144,53
08 - Vice-Governadoria do Estado;31909200 - Despesas de Exercícios Anteriores;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;3.925,67;0;723,9;0;0;0;0;0;0;0;0;6.373,00;11.022,57
08 - Vice-Governadoria do Estado;31911300 - Obrigações Patronais;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;980;110,2;1.849,80;980;980;980;1.260,00;980;980;980;980;1.983,34;13.043,34
08 - Vice-Governadoria do Estado;33904600 - Auxílio Alimentação;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;9.336,00;11.784,00;9.516,00;9.144,00;10.920,00;11.880,00;10.416,00;10.476,00;10.212,00;9.840,00;10.620,00;9.936,00;124.080,00
16 - Secretaria de Estado de Defesa Civil e Corpo ;31900300 - Pensões do RPPS e do Militar;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;166.259,80;166.259,78;166.888,74;166.469,46;-491.622,62;0;0;-174.255,16;0;0;0;772,5;170.869,44
16 - Secretaria de Estado de Defesa Civil e Corpo ;31900400 - Contratação Por Tempo Determinado;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;509.990,40;508.615,56;499.635,47;484.944,93;441.229,01;0;0;0;0;0;407.732,35;400.237,41;3.624.033,39
16 - Secretaria de Estado de Defesa Civil e Corpo ;31901100 - Vencimentos e Vantagens Fixas - Pessoal Civil;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;186.584,00;187.269,70;186.903,90;186.523,20;186.278,83;0;0;0;0;0;0;494.179,22;1.719.470,50
16 - Secretaria de Estado de Defesa Civil e Corpo ;31901200 - Vencimentos e Vantagens Fixas - Pessoal Milit;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;84.361.250,97;86.436.260,46;23.755.057,21;45.764.374,65;67.953.460,47;0;0;-327.321,80;0;0;57.798.303,60;97.293.575,44;547.425.953,85
16 - Secretaria de Estado de Defesa Civil e Corpo ;31901700 - Outras Despesas Variáveis - Pessoal Militar;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;3.886.352,56;18.342.021,89;18.208.788,25;18.127.251,38;0;0;0;0;0;0;17.982.250,73;16.573.900,15;93.120.564,96
16 - Secretaria de Estado de Defesa Civil e Corpo ;31911300 - Obrigações Patronais;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;25.790.607,76;1.748.535,44;1.747.587,87;-22.277.551,55;1.732.237,91;0;0;0;0;0;3.476.393,06;3.351,30;13.969.983,90
16 - Secretaria de Estado de Defesa Civil e Corpo ;33900800 - Outros Benefícios Assistenciais do Servidor e;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;71.212,00;118.148,49;146.644,22;124.708,39;89.507,93;7.261,62;0;0;0;0;75.905,48;0;711.987,12
16 - Secretaria de Estado de Defesa Civil e Corpo ;33904900 - Auxílio Transporte;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;952.778,99;921.349,93;966.119,72;962.461,72;981.401,49;0;0;0;0;0;978.169,11;0;6.685.656,08
16 - Secretaria de Estado de Defesa Civil e Corpo ;33909200 - Despesas de Exercícios Anteriores;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;26.216,47;0;16.368,54;966,66;0;0;0;0;0;240.000,00;273,55;0;320.309,04
25 - Secretaria de Estado de Administração Peniten;31900300 - Pensões do RPPS e do Militar;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;21.406,08;21.406,08;21.406,08;21.406,08;21.406,08;0;0;0;0;0;21.406,08;21.406,08;171.248,64
25 - Secretaria de Estado de Administração Peniten;31900500 - Outros Benefícios Previdenciários do Servidor;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;1.775,81;3.332,63;1.492,56;3.998,41;2.319,38;0;0;0;0;0;5,4;-5,4;12.920,59
25 - Secretaria de Estado de Administração Peniten;31900700 - Contribuição a Entidades Fechadas de Previdên;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;5.403,28;2.918,05;3.085,23;2.867,02;3.507,21;0;0;0;0;0;3.168,56;5.649,52;27.725,11
25 - Secretaria de Estado de Administração Peniten;31901100 - Vencimentos e Vantagens Fixas - Pessoal Civil;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;42.831.120,62;43.301.422,87;9.530.360,79;26.482.802,58;40.500.831,28;0;0;0;0;25.300.000,00;40.560.390,08;81.627.085,58;350.963.958,16
25 - Secretaria de Estado de Administração Peniten;31901300 - Obrigações Patronais;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;132.538,75;98.639,55;100.093,80;100.018,76;101.106,80;0;0;0;0;0;138.769,58;173.197,69;938.597,62
25 - Secretaria de Estado de Administração Peniten;31901600 - Outras Despesas Variáveis - Pessoal Civil;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;1.903.848,70;1.730.014,46;1.738.347,30;4.224.689,09;4.253.569,45;2.498.031,73;0;0;0;0;4.035.195,76;4.159.803,38;28.661.018,96
25 - Secretaria de Estado de Administração Peniten;31909100 - Sentenças Judiciais;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;301,44;0;0;0;0;0;0;0;0;0;8.858,12;2.129,75;11.767,71
25 - Secretaria de Estado de Administração Peniten;31909200 - Despesas de Exercícios Anteriores;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;643.701,80;179.911,11;278.447,77;11.653,16;-8.566,12;0;0;0;0;0;637,87;0;1.164.394,50
25 - Secretaria de Estado de Administração Peniten;31911300 - Obrigações Patronais;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;10.679.085,08;10.659.228,68;10.644.560,26;10.587.378,87;10.688.715,17;0;0;0;0;0;10.548.213,84;21.081.901,31;95.434.245,12
25 - Secretaria de Estado de Administração Peniten;33900800 - Outros Benefícios Assistenciais do Servidor e;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;56.814,04;67.637,87;51.620,00;58.194,14;51.655,90;0;0;0;0;0;76.084,57;62.076,15;471.017,67
25 - Secretaria de Estado de Administração Peniten;33904600 - Auxílio Alimentação;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;288.959,00;373.913,00;312.107,00;330.837,06;378.525,49;0;0;0;0;0;374.945,00;350.885,00;2.742.504,55
25 - Secretaria de Estado de Administração Peniten;33904900 - Auxílio Transporte;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;450.887,96;449.080,63;455.517,85;459.293,00;460.832,13;0;0;0;0;0;457.679,55;443.345,16;3.620.973,27
25 - Secretaria de Estado de Administração Peniten;33909200 - Despesas de Exercícios Anteriores;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;19.218,98;10.894,00;45.151,04;288;2.383,09;0;0;0;0;0;0;0;82.191,11
51 - Secretaria de Estado de Polícia Militar      ;31900100 - Aposentadorias e Reformas;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;34.359,49;187.310,15;161.714,28;135.098,96;36.990,51;0;0;0;0;0;0;24.087,40;603.642,79
51 - Secretaria de Estado de Polícia Militar      ;31900300 - Pensões do RPPS e do Militar;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;2.173.391,35;2.216.137,41;2.226.481,00;2.197.242,62;2.196.948,73;0;0;0;0;0;0;2.223.261,02;15.418.358,07
51 - Secretaria de Estado de Polícia Militar      ;31900400 - Contratação Por Tempo Determinado;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;824.229,28;813.477,09;796.827,08;744.669,94;690.053,87;0;0;0;0;0;0;337.014,25;4.522.257,07
51 - Secretaria de Estado de Polícia Militar      ;31900500 - Outros Benefícios Previdenciários do Servidor;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;1.236,56;671,45;15.056,37;6.043,20;6.043,20;0;0;0;0;0;0;0;29.050,78
51 - Secretaria de Estado de Polícia Militar      ;31901100 - Vencimentos e Vantagens Fixas - Pessoal Civil;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;1.321.417,69;1.289.689,57;1.242.192,95;1.199.948,32;1.212.851,34;0;0;0;0;891,58;0;1.464.284,93;9.041.014,73
51 - Secretaria de Estado de Polícia Militar      ;31901200 - Vencimentos e Vantagens Fixas - Pessoal Milit;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;244.569.668,06;252.243.433,65;225.160.284,40;138.151.414,43;194.058.171,11;0;-15.589.451,01;0;0;245.355.376,61;112.284.549,66;177.513.341,08;1.812.944.306,44
51 - Secretaria de Estado de Polícia Militar      ;31901300 - Obrigações Patronais;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;165.806,69;159.058,16;185.155,80;0;344.567,29;0;0;0;0;161.709,68;0;0;1.195.679,26
51 - Secretaria de Estado de Polícia Militar      ;31901600 - Outras Despesas Variáveis - Pessoal Civil;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;778.976,14;779.820,60;1.261.656,93;978.414,29;1.195.965,15;0;0;0;0;0;0;974.687,55;6.947.975,36
51 - Secretaria de Estado de Polícia Militar      ;31901700 - Outras Despesas Variáveis - Pessoal Militar;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;11.141.948,06;12.314.633,33;37.211.645,05;79.758.397,61;67.244.414,21;12.037.576,52;12.652.793,75;13.609.872,35;1.282.786,44;77.342.484,00;13.407.176,55;81.831.480,89;434.297.791,63
51 - Secretaria de Estado de Polícia Militar      ;31909100 - Sentenças Judiciais;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;20.438,40;2.733,71;478,4;478,4;478,4;0;0;0;0;0;0;1.435,20;26.999,31
51 - Secretaria de Estado de Polícia Militar      ;31909200 - Despesas de Exercícios Anteriores;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;5.117.595,71;4.038.888,98;2.131.765,76;1.097.382,64;1.587.838,14;0;0;0;0;1.323.809,00;0;1.290.101,35;18.790.271,00
51 - Secretaria de Estado de Polícia Militar      ;31911300 - Obrigações Patronais;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;68.326.089,52;8.673.118,36;0;601.003,01;5.714.251,92;0;-57.170.533,43;39.170.533,43;0;-39.170.533,43;316.523,20;-289.628,32;31.800.363,98
51 - Secretaria de Estado de Polícia Militar      ;33900800 - Outros Benefícios Assistenciais do Servidor e;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;183.965,10;260.695,21;191.483,04;195.287,54;192.867,00;0;0;0;0;280.424,13;228.103,83;0;1.742.734,81
51 - Secretaria de Estado de Polícia Militar      ;33901900 - Auxílio-Fardamento;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;79.833,97;167.025,06;98.384,08;370.254,76;1.235.551,05;0;0;0;0;105.254,54;159.548,80;0;2.257.465,80
51 - Secretaria de Estado de Polícia Militar      ;33904600 - Auxílio Alimentação;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;2.557.755,99;2.623.846,25;2.581.482,46;2.656.600,71;3.092.584,83;0;-432.707,30;0;0;2.703.017,75;158.755,29;0;18.455.449,47
51 - Secretaria de Estado de Polícia Militar      ;33904900 - Auxílio Transporte;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;3.818.411,42;4.567.651,35;4.915.504,03;4.530.394,62;3.812.985,12;0;718.315,00;755.898,00;2.244.102,00;2.453.942,22;3.891.744,46;792.642,74;37.154.851,27
51 - Secretaria de Estado de Polícia Militar      ;33909200 - Despesas de Exercícios Anteriores;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;134.898,10;59.142,99;43.521,81;3.669,69;49.520,80;0;0;0;0;0;0;617,27;413.275,03
51 - Secretaria de Estado de Polícia Militar      ;33913000 - Material de Consumo;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;4.666.081,00;4.666.081,67;4.666.081,67;4.666.081,67;4.666.081,67;0;0;0;0;4.666.081,67;4.666.081,67;0;37.328.652,69
52 - Secretaria de Estado de Policia Civil        ;31900700 - Contribuição a Entidades Fechadas de Previdên;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;187.931,94;155.261,56;0;156.212,32;156.692,56;158.447,39;0;0;0;0;0;291.625,40;1.106.171,17
52 - Secretaria de Estado de Policia Civil        ;31901100 - Vencimentos e Vantagens Fixas - Pessoal Civil;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;68.386.863,84;61.889.707,46;4.506.233,26;72.585.528,85;59.268.194,67;65.859.141,76;-12.650,07;0;-14.762,14;-30.273,95;63.325.857,10;184.894.838,30;667.158.376,93
52 - Secretaria de Estado de Policia Civil        ;31901300 - Obrigações Patronais;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;32.112,98;33.000,00;30.000,00;0;29.463,77;31.411,14;-6.313,05;0;-88.799,93;-29.463,77;0;45.223,87;125.434,72
52 - Secretaria de Estado de Policia Civil        ;31901600 - Outras Despesas Variáveis - Pessoal Civil;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;14.103.142,97;5.243.177,10;0;11.999.066,87;11.474.925,79;1.002.486,34;0;0;-24.399,75;0;0;21.213.701,75;65.012.101,07
52 - Secretaria de Estado de Policia Civil        ;31911300 - Obrigações Patronais;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;24.173.702,38;24.746.701,63;0;24.444.000,26;23.813.669,72;23.837.082,85;0;0;0;0;24.345.452,51;73.951.867,90;257.932.216,65
06 - Gabinete de Segurança Institucional do Estado;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;8021 -  ;5.603,00;31.718,53;59.720,54;-3;8.678,00;33.362,35;23.179,90;78.840,59;25.390,00;56.660,55;25.647,90;238,43;349.036,79
06 - Gabinete de Segurança Institucional do Estado;33901500 - Diárias - Militar;100 - Ordinários Provenientes de Impostos;181 - Policiamento;0059 - Desenvolvimento das Atividades de Segurança O;2281 -  ;17.274,00;49.647,00;4.438,00;0;0;235;9.540,80;4.571,00;6.384,00;5.928,00;7.378,00;13.936,80;150.944,60
06 - Gabinete de Segurança Institucional do Estado;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;100 - Ordinários Provenientes de Impostos;181 - Policiamento;0059 - Desenvolvimento das Atividades de Segurança O;2281 -  ;10.000,00;20.000,00;30.000,00;0;0;0;0;20.000,00;0;0;50.000,00;0;130.000,00
25 - Secretaria de Estado de Administração Peniten;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;100 - Ordinários Provenientes de Impostos;306 - Alimentação e Nutrição;0467 - Segurança Alimentar e Nutricional;8227 -  ;10.775.206,04;1.602.985,87;-9.983.020,84;0;0;0;0;0;0;0;0;0;2.395.171,07
06 - Gabinete de Segurança Institucional do Estado;33903000 - Material de Consumo;100 - Ordinários Provenientes de Impostos;781 - Transporte Aéreo;0470 - Fortalecimento da Gestão Pública;2039 -  ;6.962,70;1;38.000,00;4.000,00;187.000,00;16.000,00;6.000,00;340.000,00;12.000,00;105.500,00;7.600,00;-215.563,85;621.899,85
06 - Gabinete de Segurança Institucional do Estado;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;100 - Ordinários Provenientes de Impostos;781 - Transporte Aéreo;0470 - Fortalecimento da Gestão Pública;2039 -  ;443.473,25;341.264,39;290.191,80;199.432,00;204.192,00;143.724,00;175.816,00;255.356,00;133.498,00;362.856,00;391.364,00;-22.162,06;3.205.645,38
21 - Secretaria de Estado de Planejamento e Gestão;33904700 - Obrigações Tributárias e Contributivas;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;0467 - Despesas Obrigatórias de caráter Primário;0;0;0;0;0;0;0;0;0;0;0;0;3.698,55
06 - Gabinete de Segurança Institucional do Estado;33901500 - Diárias - Militar;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2016 - Manut  Ativid  Operacionais / Administrativas;0;0;0;0;0;0;0;780;0;0;0;0;1.401,00
06 - Gabinete de Segurança Institucional do Estado;33903300 - Passagens e Despesas com Locomoção;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2016 - Manut  Ativid  Operacionais / Administrativas;0;0;0;0;0;0;0;0;0;0;0;0;30.000,00
25 - Secretaria de Estado de Administração Peniten;33903300 - Passagens e Despesas com Locomoção;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2016 - Manut  Ativid  Operacionais / Administrativas;0;0;0;0;0;0;0;0;0;0;0;0;301.875,00
30 - Secretaria de Estado de Trabalho e Renda     ;33903000 - Material de Consumo;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2016 - Manut  Ativid  Operacionais / Administrativas;0;0;0;10.000,00;0;0;0;34.642,26;0;8.112,00;-281,34;-5.408,00;51.064,92
30 - Secretaria de Estado de Trabalho e Renda     ;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2016 - Manut  Ativid  Operacionais / Administrativas;0;0;34.239,51;10.000,00;49.160,00;962,67;2.430,00;14.341,71;76.559,98;26.406,73;21.022,10;-0,45;238.122,25
51 - Secretaria de Estado de Polícia Militar      ;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2016 - Manut  Ativid  Operacionais / Administrativas;0;2.002.341,60;1.254.221,28;4.847.860,85;1.246.406,44;0;24.330,37;375.669,63;0;0;-434.125,67;-693.751,57;9.382.952,93
16 - Secretaria de Estado de Defesa Civil e Corpo ;31901300 - Obrigações Patronais;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 - Pessoal e Encargos Sociais;0;0;0;0;0;0;0;0;0;0;0;2.126,95;3.678,15
16 - Secretaria de Estado de Defesa Civil e Corpo ;31901600 - Outras Despesas Variáveis - Pessoal Civil;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 - Pessoal e Encargos Sociais;0;0;0;0;0;0;0;0;0;0;300.656,60;273.998,65;835.830,30
16 - Secretaria de Estado de Defesa Civil e Corpo ;31909200 - Despesas de Exercícios Anteriores;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 - Pessoal e Encargos Sociais;0;1.205.192,93;1.618.534,87;483.141,93;0;0;0;0;0;0;26.964,22;810.418,49;6.468.497,66
21 - Secretaria de Estado de Planejamento e Gestão;31901100 - Vencimentos e Vantagens Fixas - Pessoal Civil;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 - Pessoal e Encargos Sociais;0;0;0;0;0;0;0;0;0;0;0;0;40.385,64
21 - Secretaria de Estado de Planejamento e Gestão;31901300 - Obrigações Patronais;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 - Pessoal e Encargos Sociais;0;0;0;0;0;0;0;0;0;0;0;0;41.695,12
21 - Secretaria de Estado de Planejamento e Gestão;31901600 - Outras Despesas Variáveis - Pessoal Civil;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 - Pessoal e Encargos Sociais;0;0;0;0;0;0;0;0;0;0;0;0;232.765,74
21 - Secretaria de Estado de Planejamento e Gestão;31911300 - Obrigações Patronais;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 - Pessoal e Encargos Sociais;0;0;0;0;0;0;0;0;0;0;0;0;980
21 - Secretaria de Estado de Planejamento e Gestão;33904600 - Auxílio Alimentação;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 - Pessoal e Encargos Sociais;0;0;0;0;0;0;0;0;0;0;0;0;9.696,00
30 - Secretaria de Estado de Trabalho e Renda     ;31901100 - Vencimentos e Vantagens Fixas - Pessoal Civil;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 - Pessoal e Encargos Sociais;0;144.135,71;131.163,88;134.979,95;133.784,52;138.932,10;156.704,34;141.190,80;142.292,79;138.496,42;149.518,69;437.062,43;1.969.544,78
