Órgão;Elemento;Fonte de Recursos;Subfunção;Programa;Projeto / Atividade;Jan;Fev;Mar;Abr;Mai;Jun;Jul;Ago;Set;Out;Nov;Dez;Valor Empenhado
16 - Secretaria de Estado de Defesa Civil;31900400 - Contratação por Tempo Determinado;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - GESTÃO ADMINISTRATIVA;2660 -  ;782.444,51;784.244,60;786.897,25;649.504,08;917.708,82;721.399,48;12.354,90;672.729,81;663.957,16;663.029,81;-1.311.509,53;-13.813,50;5.978.856,01
16 - Secretaria de Estado de Defesa Civil;31901100 - Vencimentos e Vantagens Fixas - Pessoal Civil;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - GESTÃO ADMINISTRATIVA;2660 -  ;2.284.698,21;4.335.709,33;2.401.196,93;2.349.619,89;2.703.223,85;2.519.774,56;223.686,86;2.423.517,76;2.315.833,69;2.298.284,45;-4.360.044,60;13.951,51;21.019.401,43
16 - Secretaria de Estado de Defesa Civil;31901200 - Vencimentos e Vantagens Fixas - Pessoal Milit;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - GESTÃO ADMINISTRATIVA;2660 -  ;88.061.248,96;86.771.723,91;84.620.766,47;104.908.728,12;84.982.912,67;83.804.420,62;-1.483.942,84;60.644.563,78;81.488.857,10;80.099.415,62;-63.984.134,00;99.586.018,65;878.854.556,70
16 - Secretaria de Estado de Defesa Civil;31901600 - Outras Despesas Variáveis - Pessoal Civil;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - GESTÃO ADMINISTRATIVA;2660 -  ;279.276,11;260.166,11;253.847,36;0;549.229,46;311.258,34;301.210,31;266.760,43;139.594,00;310.827,89;77.907,49;-722,01;3.013.592,44
16 - Secretaria de Estado de Defesa Civil;31901700 - Outras Despesas Variáveis - Pessoal Militar;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - GESTÃO ADMINISTRATIVA;2660 -  ;18.189.926,09;17.988.480,76;17.759.557,88;19.758.104,88;21.917.583,70;20.082.242,69;-6.036.540,68;17.679.854,14;17.631.400,31;18.796.611,51;-31.411.167,94;1.389.466,21;154.424.515,71
16 - Secretaria de Estado de Defesa Civil;31911300 - Obrigações Patronais;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - GESTÃO ADMINISTRATIVA;2660 -  ;43.253.687,14;20.391.550,67;4.665.875,06;18.559.000,21;-1.666.858,56;42.477.762,67;45.113,12;21.040.762,26;21.012.297,66;20.700.340,46;20.740.398,21;1.566.186,66;234.898.444,38
16 - Secretaria de Estado de Defesa Civil;33900800 - Outros Benefícios Assistenciais do Servidor e;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - GESTÃO ADMINISTRATIVA;2660 -  ;96.287,43;93.651,04;93.137,94;91.602,48;109.114,00;158.239,39;46.785,55;96.800,00;89.968,68;94.627,77;245.121,38;108.363,28;1.424.214,10
16 - Secretaria de Estado de Defesa Civil;33904900 - Auxílio Transporte;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - GESTÃO ADMINISTRATIVA;2660 -  ;1.222.881,98;0;1.216.596,09;1.220.101,82;1.216.734,51;1.114.470,85;163.772,62;1.194.124,55;1.165.985,01;1.212.183,20;1.205.035,41;1.179.895,26;13.213.051,19
21 - Secretaria de Estado da Casa Civil;31901100 - Vencimentos e Vantagens Fixas - Pessoal Civil;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - GESTÃO ADMINISTRATIVA;2660 -  ;580.018,49;-290.009,25;435.415,70;185.591,93;189.448,68;183.335,85;178.995,35;170.308,33;182.377,20;168.205,65;0;0;2.219.035,81
21 - Secretaria de Estado da Casa Civil;31901300 - Obrigações Patronais;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - GESTÃO ADMINISTRATIVA;2660 -  ;76.964,71;512,52;146.658,83;69.262,53;78.219,26;69.092,59;68.678,25;75.728,37;69.693,83;68.516,08;68.061,17;129.087,21;998.850,82
21 - Secretaria de Estado da Casa Civil;31901600 - Outras Despesas Variáveis - Pessoal Civil;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - GESTÃO ADMINISTRATIVA;2660 -  ;1.207.045,39;0;2.382.127,21;1.190.751,96;1.001.649,37;1.159.256,81;1.170.201,99;1.159.425,47;1.152.970,64;0;0;-148.075,10;11.393.623,73
21 - Secretaria de Estado da Casa Civil;31909200 - Despesas de Exercícios Anteriores;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - GESTÃO ADMINISTRATIVA;2660 -  ;9.835,77;0;6.005,01;0;3.657,99;0,22;355,85;2.913,83;16,65;6.493,14;0;0,1;1.374.302,42
21 - Secretaria de Estado da Casa Civil;31911300 - Obrigações Patronais;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - GESTÃO ADMINISTRATIVA;2660 -  ;16.957,69;-8.478,85;16.957,68;8.478,84;0;8.478,84;16.957,68;8.478,84;8.478,84;8.478,84;0;0;93.267,24
25 - Secretaria de Estado de Administração Peniten;31900100 - Aposentadorias e Reformas;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - GESTÃO ADMINISTRATIVA;2660 -  ;30.999,26;5.244,99;5.244,99;5.244,99;5.244,99;0;0;0;0;0;0;-1;51.978,22
25 - Secretaria de Estado de Administração Peniten;31900300 - Pensões do RPPS e do Militar;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - GESTÃO ADMINISTRATIVA;2660 -  ;19.769,01;19.768,01;19.768,01;19.768,01;19.768,01;19.768,01;0;-19.768,01;0;0;13.400,00;19.767,01;151.776,07
25 - Secretaria de Estado de Administração Peniten;31900400 - Contratação por Tempo Determinado;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - GESTÃO ADMINISTRATIVA;2660 -  ;315.542,93;307.800,00;303.329,03;301.050,00;298.650,00;304.650,00;0;-304.650,00;0;0;0;282.899,00;2.087.859,67
25 - Secretaria de Estado de Administração Peniten;31900500 - Outros Benefícios Previdenciários do Servidor;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - GESTÃO ADMINISTRATIVA;2660 -  ;4,6;3,6;3,6;3,6;1,8;1,8;0;-1,8;0;0;0;0,8;19,8
25 - Secretaria de Estado de Administração Peniten;31900700 - Contribuição a Entidades Fechadas de Previdên;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - GESTÃO ADMINISTRATIVA;2660 -  ;2.173,77;2.272,04;2.306,63;2.365,15;2.914,59;2.788,87;394,2;-1.253,65;0;0;0;5.559,17;21.446,62
25 - Secretaria de Estado de Administração Peniten;31901100 - Vencimentos e Vantagens Fixas - Pessoal Civil;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - GESTÃO ADMINISTRATIVA;2660 -  ;41.415.641,52;42.006.604,82;41.464.100,38;40.977.503,63;40.744.571,83;40.942.828,30;0;-37.167.650,47;0;215.637,43;180.005,56;54.075.502,01;306.043.419,81
25 - Secretaria de Estado de Administração Peniten;31901300 - Obrigações Patronais;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - GESTÃO ADMINISTRATIVA;2660 -  ;215.264,93;293.541,00;257.125,34;234.763,52;243.664,00;233.849,74;18,6;13;0;35.050,00;35.138,00;251.498,72;1.991.768,52
25 - Secretaria de Estado de Administração Peniten;31901600 - Outras Despesas Variáveis - Pessoal Civil;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - GESTÃO ADMINISTRATIVA;2660 -  ;3.626.670,72;132.066,37;1.785.001,09;1.606.003,16;1.556.090,92;1.592.241,51;0;-1.260.846,56;0;160.000,00;173.283,78;2.162.844,86;12.787.601,57
25 - Secretaria de Estado de Administração Peniten;31909200 - Despesas de Exercícios Anteriores;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - GESTÃO ADMINISTRATIVA;2660 -  ;1.815.370,26;99.324,55;205.577,40;9.654,33;132.775,61;124.616,12;-11.851,00;-120.601,12;0;0;0;703.940,59;3.144.946,16
25 - Secretaria de Estado de Administração Peniten;31911300 - Obrigações Patronais;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - GESTÃO ADMINISTRATIVA;2660 -  ;8.549.748,68;8.526.258,69;8.520.303,24;8.467.741,36;8.415.929,01;8.417.808,21;0;-7.350.606,44;0;1.299,45;0;11.936.016,01;64.027.952,85
25 - Secretaria de Estado de Administração Peniten;33900800 - Outros Benefícios Assistenciais do Servidor e;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - GESTÃO ADMINISTRATIVA;2660 -  ;111.206,91;88.566,51;109.212,13;85.371,75;98.163,63;110.588,50;0;-98.627,68;0;114.231,49;83.525,07;114.067,07;874.776,06
25 - Secretaria de Estado de Administração Peniten;33904600 - Auxílio Alimentação;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - GESTÃO ADMINISTRATIVA;2660 -  ;175.848,00;244.453,94;226.807,24;227.396,38;240.821,00;226.757,00;0;-203.783,00;0;221.267,00;22.440,00;203.985,44;1.768.872,00
25 - Secretaria de Estado de Administração Peniten;33904900 - Auxílio Transporte;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - GESTÃO ADMINISTRATIVA;2660 -  ;464.852,82;461.448,28;469.593,93;471.409,77;472.132,55;464.500,76;0;-464.500,76;0;473.740,10;0;441.688,76;3.698.302,04
26 - Secretaria de Estado de Segurança;31900100 - Aposentadorias e Reformas;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - GESTÃO ADMINISTRATIVA;2660 -  ;6.500,94;3.706,21;3.706,21;3.706,21;3.706,21;3.706,21;0;-3.706,21;0;0;0;0;24.008,24
26 - Secretaria de Estado de Segurança;31900300 - Pensões do RPPS e do Militar;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - GESTÃO ADMINISTRATIVA;2660 -  ;355,48;355,48;355,48;355,48;355,48;355,48;0;-355,48;0;0;0;0;2.160,08
26 - Secretaria de Estado de Segurança;31900400 - Contratação por Tempo Determinado;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - GESTÃO ADMINISTRATIVA;2660 -  ;1.119.376,75;1.112.414,85;1.110.133,58;1.110.588,11;1.108.811,81;1.112.685,60;0;-1.112.685,60;0;0;0;-13.472,35;6.741.057,76
26 - Secretaria de Estado de Segurança;31900500 - Outros Benefícios Previdenciários do Servidor;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - GESTÃO ADMINISTRATIVA;2660 -  ;9;12,6;10,8;0;12,6;41,4;0;-41,4;0;0;0;0;52,2
26 - Secretaria de Estado de Segurança;31900700 - Contribuição a Entidades Fechadas de Previdên;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - GESTÃO ADMINISTRATIVA;2660 -  ;116.212,63;53.164,93;0;55.942,34;0;109.293,23;0;0;0;0;0;112.630,86;447.243,99
26 - Secretaria de Estado de Segurança;31901100 - Vencimentos e Vantagens Fixas - Pessoal Civil;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - GESTÃO ADMINISTRATIVA;2660 -  ;142.928.645,59;144.259.606,62;142.780.207,67;147.488.199,55;142.181.800,29;141.642.960,62;16.090,92;-131.748.538,25;52.291,55;25.667.709,45;275.827,65;3.251.503,40;906.608.254,00
26 - Secretaria de Estado de Segurança;31901200 - Vencimentos e Vantagens Fixas - Pessoal Milit;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - GESTÃO ADMINISTRATIVA;2660 -  ;173.643.128,30;175.380.701,49;168.142.066,95;189.516.789,95;192.572.190,46;166.122.140,22;2.228.419,09;-93.798.993,19;-86.993.798,01;99.694.568,44;9.760.168,90;-13.531.368,61;1.164.476.243,76
26 - Secretaria de Estado de Segurança;31901300 - Obrigações Patronais;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - GESTÃO ADMINISTRATIVA;2660 -  ;389.278,82;296.322,56;254.454,37;221.742,24;344.149,68;255.278,54;1.295,92;-8.668,29;43.495,49;269.049,64;360.772,12;1.938.682,30;4.403.506,85
26 - Secretaria de Estado de Segurança;31901600 - Outras Despesas Variáveis - Pessoal Civil;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - GESTÃO ADMINISTRATIVA;2660 -  ;15.102.319,00;14.645.470,15;4.738.421,77;15.640.270,73;7.630.430,88;20.878.208,98;22.793.403,13;-28.777.058,68;-79.552,00;11.670.204,61;2.178.652,22;11.030.134,61;113.291.725,17
26 - Secretaria de Estado de Segurança;31901700 - Outras Despesas Variáveis - Pessoal Militar;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - GESTÃO ADMINISTRATIVA;2660 -  ;66.662.760,19;59.000.522,33;14.422.185,04;39.760.077,72;38.971.306,72;38.368.919,14;166.949.290,14;-177.080.358,03;-28.065.466,05;28.870.986,15;66.286.095,67;134.832,20;375.484.934,21
26 - Secretaria de Estado de Segurança;31905800 - Outros Benefícios do RGPS - Área Urbana;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - GESTÃO ADMINISTRATIVA;2660 -  ;687,1;0;0;0;8.695,00;5.550,00;0;-5.550,00;0;4.083,33;2.450,00;8.085,89;29.863,58
26 - Secretaria de Estado de Segurança;31909200 - Despesas de Exercícios Anteriores;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - GESTÃO ADMINISTRATIVA;2660 -  ;10.864,41;15.705,31;0;2.578.363,76;1.920,36;0;-2.373.074,21;0;0;0;0;-217.114,14;34.111,34
26 - Secretaria de Estado de Segurança;31911300 - Obrigações Patronais;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - GESTÃO ADMINISTRATIVA;2660 -  ;64.151.493,45;74.407.016,92;69.670.696,07;64.059.606,13;45.682.369,02;63.664.864,78;0;0;0;45.005.120,59;-253.037,90;26.761.110,72;501.452.455,09
26 - Secretaria de Estado de Segurança;33900800 - Outros Benefícios Assistenciais do Servidor e;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - GESTÃO ADMINISTRATIVA;2660 -  ;229.616,70;634.914,55;167.151,06;73.551,53;141.928,71;148.525,11;14.405,20;-148.525,11;-1.691,36;162.645,48;145.100,35;-4.358,16;1.700.908,82
26 - Secretaria de Estado de Segurança;33901700 - Outras Despesas Variáveis - Pessoal Militar;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - GESTÃO ADMINISTRATIVA;2660 -  ;2.756.919,46;3.243.584,67;2.738.340,45;2.496.625,05;3.065.220,51;2.705.433,43;0;-5.770.653,94;0;2.781.028,48;2.975.196,37;0;19.802.328,86
26 - Secretaria de Estado de Segurança;33901900 - Auxílio-Fardamento;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - GESTÃO ADMINISTRATIVA;2660 -  ;515.763,59;105.478,13;98.158,29;179.160,28;82.434,79;108.080,49;0;-108.080,49;0;189.933,11;116.022,42;0;1.442.230,59
26 - Secretaria de Estado de Segurança;33904600 - Auxílio Alimentação;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - GESTÃO ADMINISTRATIVA;2660 -  ;276.230,65;341.391,14;360.924,33;521.383,33;213.618,64;181.321,63;185.069,25;-366.390,88;6.707,99;389.730,07;381.332,22;113.349,38;2.859.202,00
26 - Secretaria de Estado de Segurança;33904900 - Auxílio Transporte;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - GESTÃO ADMINISTRATIVA;2660 -  ;4.058.114,81;4.008.360,69;4.043.480,62;4.280.814,94;3.673.451,31;3.830.832,47;0;-7.504.283,78;0;3.793.037,12;3.857.441,23;0;27.891.375,14
26 - Secretaria de Estado de Segurança;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - GESTÃO ADMINISTRATIVA;8021 -  ;2.666,67;0;3.437,85;2.641,34;752.182,84;4.263.271,44;1.143.437,94;2.931.552,38;0;0;2.186,17;275.360,12;9.378.403,42
21 - Secretaria de Estado da Casa Civil;33901500 - Diárias - Militar;100 - Ordinários Provenientes de Impostos;181 - Policiamento;0059 - DESENVOLVIMENTO DAS ATIVIDADES DE SEGURANÇA O;2281 -  ;21.477,00;11.990,00;3.296,00;8.200,00;4.662,00;1.545,00;3.572,00;2.700,00;5.727,00;7.744,00;5.876,00;0;76.789,00
21 - Secretaria de Estado da Casa Civil;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;100 - Ordinários Provenientes de Impostos;181 - Policiamento;0059 - DESENVOLVIMENTO DAS ATIVIDADES DE SEGURANÇA O;2281 -  ;20.000,00;20.000,00;0;20.000,00;0;20.000,00;20.000,00;0;-6.613,98;14.138,49;20.000,00;0;127.524,51
26 - Secretaria de Estado de Segurança;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;100 - Ordinários Provenientes de Impostos;181 - Policiamento;0060 - INTEGRAÇÃO DA SEGURANÇA PÚBLICA;8201 -  ;61.986,86;0;61.980,86;61.983,86;185.951,58;0;185.951,58;0;0;0;0;-220.822,00;337.032,74
26 - Secretaria de Estado de Segurança;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;100 - Ordinários Provenientes de Impostos;181 - Policiamento;0067 - GESTÃO DA TECNOLOGIA DA INFORMAÇÃO, COMUNICAÇ;8277 -  ;161.688,98;0;97.164,62;0;5.160.287,16;0;0;0;0;0;-2.520.000,00;-180.506,56;2.718.634,20
26 - Secretaria de Estado de Segurança;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;100 - Ordinários Provenientes de Impostos;181 - Policiamento;0067 - GESTÃO DA TECNOLOGIA DA INFORMAÇÃO, COMUNICAÇ;8279 -  ;150.503,45;0;150.492,55;150.498,45;451.495,35;0;284.228,72;185.656,74;0;-137.227,88;77.704,00;-269.485,68;1.046.050,73
26 - Secretaria de Estado de Segurança;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;100 - Ordinários Provenientes de Impostos;181 - Policiamento;0070 - GESTÃO OPERACIONAL DA POLÍCIA;5424 -  ;1;0;0;0;0;0;0;0;0;0;0;-1;0
26 - Secretaria de Estado de Segurança;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;100 - Ordinários Provenientes de Impostos;181 - Policiamento;0070 - GESTÃO OPERACIONAL DA POLÍCIA;8198 -  ;3.723,38;3.465,62;3.594,00;748.198,59;3.950,00;-741.858,00;0;0;217.304,00;0;650.782,00;-4.129,02;1.103.770,57
26 - Secretaria de Estado de Segurança;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;100 - Ordinários Provenientes de Impostos;181 - Policiamento;0077 - ELABORAÇÃO E DISSEMINAÇÃO DE INFORMAÇÕES SOBR;1012 -  ;3.700,00;0;1.850,00;0;0;-84,69;0;0;0;0;0;0;5.465,31
21 - Secretaria de Estado da Casa Civil;33903000 - Material de Consumo;100 - Ordinários Provenientes de Impostos;781 - Transporte Aéreo;0059 - DESENVOLVIMENTO DAS ATIVIDADES DE SEGURANÇA O;2039 -  ;27.003,00;454.230,50;3.415,83;0;-48.170,99;1.050,00;10;-1;0;103.838,85;-9.546,60;-34,82;531.795,77
21 - Secretaria de Estado da Casa Civil;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;100 - Ordinários Provenientes de Impostos;781 - Transporte Aéreo;0059 - DESENVOLVIMENTO DAS ATIVIDADES DE SEGURANÇA O;2039 -  ;243.919,46;38.915,86;513.074,32;11.399,98;310.685,26;405.340,46;113.720,60;3.999,00;6.000,00;637.591,65;4.797.790,53;185.108,90;7.417.628,01
16 - Secretaria de Estado de Defesa Civil;31901300 - Obrigações Patronais;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 - Pessoal e Encargos Sociais;0;36.321,28;36.350,78;45.341,22;84.752,29;0;49.701,32;3.029,25;14.472,71;26.259,66;13.325,71;-24.539,30;299.724,53
21 - Secretaria de Estado da Casa Civil e Desenvol;31919200 - Despesas de Exercícios Anteriores;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 - Pessoal e Encargos Sociais;0;0;0;0;0;0;0;0;0;0;0;0;8.478,84
25 - Secretaria de Estado de Administração Peniten;31909100 - Sentenças Judiciais;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 - Pessoal e Encargos Sociais;0;0;0;0;1.296,83;0;5.481,30;-1.341,83;0;0;0;-1.677,56;4.273,72
26 - Secretaria de Estado de Segurança;33911700 - Outras Despesas Variáveis - Pessoal Militar;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 - Pessoal e Encargos Sociais;0;0;13.998.245,02;4.666.081,67;4.666.081,67;4.666.081,67;0;-27.996.490,03;0;4.666.081,67;4.666.081,67;4.666.081,67;18.664.326,68
25 - Secretaria de Estado de Administração Peniten;33903000 - Material de Consumo;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - GESTÃO ADMINISTRATIVA;2010 -  ;0;1.106.115,00;0;0;780.825,00;0;658.960,00;0;0;0;0;5.017,98;2.550.917,98
25 - Secretaria de Estado de Administração Peniten;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - GESTÃO ADMINISTRATIVA;2016 -  ;0;28.942,10;3.177.346,69;48.446,57;363.254,08;6.519,20;69.424,46;13.928,51;0;0;-130.834,46;-176.203,11;3.400.824,04
26 - Secretaria de Estado de Segurança;33900800 - Outros Benefícios Assistenciais do Servidor e;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - GESTÃO ADMINISTRATIVA;2016 -  ;0;3.000.000,00;0;300.000,00;400.000,00;-2.300.000,00;80.000,01;-80.000,01;0;0;0;-5.000,00;1.395.000,00
26 - Secretaria de Estado de Segurança;33901400 - Diárias - Civil;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - GESTÃO ADMINISTRATIVA;2016 -  ;0;253;1.270,00;473;736;1.254,00;858;0;860;0;0;0;5.704,00
26 - Secretaria de Estado de Segurança;33901500 - Diárias - Militar;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - GESTÃO ADMINISTRATIVA;2016 -  ;0;400.000,00;2.670,00;1.546,00;-169.539,00;2.948,00;1.603,00;4.768,00;1.596,00;528;853;-200.000,00;46.973,00
26 - Secretaria de Estado de Segurança;33903600 - Outros Serviços de Terceiros - Pessoa Física;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - GESTÃO ADMINISTRATIVA;2016 -  ;0;1.144,93;1.144,93;0;0;0;0;0;0;0;-2.289,86;0;0
26 - Secretaria de Estado de Segurança;33909200 - Despesas de Exercícios Anteriores;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - GESTÃO ADMINISTRATIVA;2016 -  ;0;246.486,56;-144.779,01;1.817.564,87;22.686,39;3.517,13;-175.737,44;-544.957,69;1.307,72;0;63.563,31;-13.606,24;1.276.045,60
26 - Secretaria de Estado de Segurança;33909300 - Indenizações e Restituições;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - GESTÃO ADMINISTRATIVA;2016 -  ;0;396.250,66;0;0;0;0;1.635,99;2.101,50;840;0;0;0;400.828,15
16 - Secretaria de Estado de Defesa Civil;31909200 - Despesas de Exercícios Anteriores;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - GESTÃO ADMINISTRATIVA;2660 -  ;0;33.470,08;48.009,41;0;4.083,25;-4.083,25;2.256,14;0;0;0;1.025,30;-7.410,85;77.350,08
16 - Secretaria de Estado de Defesa Civil;33909200 - Despesas de Exercícios Anteriores;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - GESTÃO ADMINISTRATIVA;2660 -  ;0;179.790,54;0;-131.753,71;0;0;0;1.800,66;0;0;0;0;49.837,49
25 - Secretaria de Estado de Administração Peniten;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - GESTÃO ADMINISTRATIVA;2660 -  ;0;7.345,00;0;0;0;0;0;0;0;0;0;-0,14;7.344,86
