Órgão;Elemento;Fonte de Recursos;Subfunção;Programa;Projeto / Atividade;Jan;Fev;Mar;Abr;Mai;Jun;Jul;Ago;Set;Out;Nov;Dez;Valor Empenhado
16 - Secretaria de Estado de Defesa Civil         ;31901700 - Outras Despesas Variáveis - Pessoal Militar;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;18.535.599,47;18.505.327,73;18.371.123,22;17.346.723,84;17.372.462,12;17.160.127,16;17.106.977,51;0;17.739.803,89;17.687.911,58;18.761.755,41;584.339,72;197.883.137,30
16 - Secretaria de Estado de Defesa Civil         ;31911300 - Obrigações Patronais;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;21.957.543,75;21.972.532,77;21.286.095,66;21.942.441,89;26.880.024,94;26.686.488,42;26.598.002,76;26.296.997,07;26.295.029,38;13.114,62;26.073.516,61;23.657.881,00;297.444.774,53
16 - Secretaria de Estado de Defesa Civil         ;33900800 - Outros Benefícios Assistenciais do Servidor e;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;94.262,20;76.834,00;140.244,73;86.359,12;93.890,42;138.754,88;77.788,23;166.883,22;93.912,04;79.029,48;105.483,21;0;1.227.464,53
16 - Secretaria de Estado de Defesa Civil         ;33901900 - Auxílio-Fardamento;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;91.776,26;110.112,83;18.210,24;189.189,80;0;0;0;0;0;0;0;0;409.289,13
16 - Secretaria de Estado de Defesa Civil         ;33904600 - Auxílio Alimentação;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;52.870,24;57.483,27;70.549,87;69.713,43;0;0;0;0;0;0;0;0;250.616,81
16 - Secretaria de Estado de Defesa Civil         ;33904900 - Auxílio Transporte;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;1.017.145,43;969.362,71;952.232,03;966.042,11;1.042.857,22;981.754,14;1.044.392,74;1.044.063,16;1.022.843,68;1.024.964,60;1.027.500,21;0;12.064.398,92
21 - Secretaria de Estado da Casa Civil e Desenvol;31901100 - Vencimentos e Vantagens Fixas - Pessoal Civil;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;108.008,59;102.352,52;100.313,50;90.188,40;84.086,62;78.373,74;79.030,55;81.639,98;78.587,75;78.281,48;71.922,26;1.184.898,08;2.219.725,25
21 - Secretaria de Estado da Casa Civil e Desenvol;31901300 - Obrigações Patronais;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;73.322,44;71.767,50;68.980,72;70.508,47;79.392,73;68.040,76;68.006,98;78.499,03;68.199,28;68.833,01;68.312,05;133.451,49;954.975,11
21 - Secretaria de Estado da Casa Civil e Desenvol;31901600 - Outras Despesas Variáveis - Pessoal Civil;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;1.083.391,24;939.393,47;1.063.512,78;1.046.239,95;1.031.779,27;1.073.170,51;1.036.481,33;1.063.856,80;1.082.695,76;1.033.815,28;1.058.757,19;1.032.636,92;13.451.778,75
21 - Secretaria de Estado da Casa Civil e Desenvol;31909200 - Despesas de Exercícios Anteriores;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;42.837,86;31,65;508,94;6.640,08;6.685,83;0;2.004,25;9.324,89;0;0;0;0;68.681,50
21 - Secretaria de Estado da Casa Civil e Desenvol;31911300 - Obrigações Patronais;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;6.432,84;6.697,00;7.247,00;7.247,00;8.887,24;8.887,24;8.887,24;8.887,24;8.187,24;8.187,24;8.187,24;16.724,48;112.307,52
25 - Secretaria de Estado de Administração Peniten;31900300 - Pensões do RPPS e do Militar;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;20.713,79;20.713,79;20.713,79;21.765,75;21.765,78;21.134,58;0;42.269,16;21.134,58;21.134,58;21.134,58;21.134,58;275.021,04
25 - Secretaria de Estado de Administração Peniten;31900400 - Contratação Por Tempo Determinado;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;248.458,06;247.200,00;245.400,00;243.490,00;241.650,00;240.450,00;0;475.877,42;230.240,00;156.783,87;44.070,00;38.487,10;2.450.767,74
25 - Secretaria de Estado de Administração Peniten;31900500 - Outros Benefícios Previdenciários do Servidor;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;1,8;3,6;0;1,8;4.588,90;1.801,80;0;1.300,37;1,8;2.821,80;1.801,80;2.401,80;15.365,98
25 - Secretaria de Estado de Administração Peniten;31900700 - Contribuição a Entidades Fechadas de Previdên;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;2.803,52;2.828,86;3.418,61;2.946,24;2.979,30;2.958,13;0;6.390,96;3.500,23;3.510,23;3.737,37;7.228,68;48.834,72
25 - Secretaria de Estado de Administração Peniten;31901100 - Vencimentos e Vantagens Fixas - Pessoal Civil;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;42.653.731,61;43.023.486,29;42.806.791,08;43.472.258,33;43.209.005,01;38.996.969,18;108.497,42;86.036.663,09;45.776.983,58;10.195.812,55;40.052.371,07;80.121.829,48;558.250.958,19
25 - Secretaria de Estado de Administração Peniten;31901300 - Obrigações Patronais;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;156.158,91;154.796,50;154.179,68;155.824,62;153.152,61;194.573,66;0;288.967,73;123.914,17;41.232,33;110.747,98;128.630,41;1.756.378,65
25 - Secretaria de Estado de Administração Peniten;31901600 - Outras Despesas Variáveis - Pessoal Civil;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;1.373.871,21;1.610.461,97;1.746.427,04;1.270.941,27;1.262.623,23;1.504.417,60;545.700,00;3.821.025,22;2.538.703,59;2.686.270,50;2.676.303,31;1.609.131,75;24.149.717,46
25 - Secretaria de Estado de Administração Peniten;31909100 - Sentenças Judiciais;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;814,77;814,77;814,77;814,77;2.618,36;1.406,24;0;1.629,54;0;301,44;301,44;301,44;10.118,98
25 - Secretaria de Estado de Administração Peniten;31909200 - Despesas de Exercícios Anteriores;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;186.587,35;54.167,50;364.426,16;107.374,40;58.791,75;105.684,21;1.136,46;74.145,50;4.024.698,38;104.085,08;7.685,61;-1.220,66;5.572.594,45
25 - Secretaria de Estado de Administração Peniten;31911300 - Obrigações Patronais;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;8.892.929,38;8.992.833,78;8.959.518,27;9.067.130,08;11.261.171,13;11.203.698,43;0;22.916.835,26;12.917.394,58;4.694.448,11;10.650.234,63;19.335.274,30;139.720.323,88
25 - Secretaria de Estado de Administração Peniten;33900800 - Outros Benefícios Assistenciais do Servidor e;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;60.901,16;53.755,14;77.051,03;110.059,21;66.465,57;88.830,35;0;167.887,97;68.893,12;78.960,70;113.482,43;58.455,19;1.010.779,30
25 - Secretaria de Estado de Administração Peniten;33904600 - Auxílio Alimentação;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;176.167,58;217.889,00;215.903,00;230.481,64;240.925,11;237.331,61;0;487.507,99;254.645,00;219.110,31;449.489,00;356.999,00;3.394.446,81
25 - Secretaria de Estado de Administração Peniten;33904700 - Obrigações Tributárias e Contributivas;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;22;18;0;0;0;0;0;0;0;0;-6,19;0;33,81
25 - Secretaria de Estado de Administração Peniten;33904900 - Auxílio Transporte;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;450.108,72;449.099,99;455.884,42;458.348,65;458.666,44;455.502,24;0;464.936,32;1.012.983,13;483.751,08;477.389,45;458.579,14;6.077.141,08
26 - Secretaria de Estado de Segurança            ;31900100 - Aposentadorias e Reformas;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;2.682,46;0;0;9.563,83;50.965,35;12.585,31;32.570,58;68.686,93;62.519,72;48.028,52;21.626,02;58.930,80;368.159,52
26 - Secretaria de Estado de Segurança            ;31900400 - Contratação Por Tempo Determinado;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;997.710,42;1.102.124,81;1.091.595,49;1.076.706,29;1.089.148,93;1.109.856,85;1.157.918,94;1.191.861,45;1.151.121,12;1.117.176,71;1.092.021,22;1.065.952,43;13.243.194,66
26 - Secretaria de Estado de Segurança            ;31900500 - Outros Benefícios Previdenciários do Servidor;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;14,4;5,4;8.475,20;27;655,4;6.230,54;6.153,60;6.209,40;6.195,00;3.669,50;23,4;34,2;40.044,65
26 - Secretaria de Estado de Segurança            ;31901100 - Vencimentos e Vantagens Fixas - Pessoal Civil;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;95.585.016,83;97.187.024,93;95.997.124,99;94.788.233,44;88.253.165,77;109.291.263,24;99.669.516,51;59.071.299,35;92.701.957,59;85.842.480,92;155.529.163,17;17.126.111,44;1.091.322.121,61
26 - Secretaria de Estado de Segurança            ;31901200 - Vencimentos e Vantagens Fixas - Pessoal Milit;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;219.432.035,21;217.833.360,76;218.162.381,73;217.541.192,56;217.797.919,65;216.826.491,37;101.725.305,48;213.616.560,05;215.579.012,25;213.358.250,02;216.568.319,49;401.458.032,37;2.669.898.860,94
26 - Secretaria de Estado de Segurança            ;31901300 - Obrigações Patronais;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;347.894,24;171.423,95;287.502,98;306.204,41;272.544,32;270.145,12;466.148,06;271.527,09;276.033,97;287.767,15;276.203,37;464.742,81;4.019.883,76
26 - Secretaria de Estado de Segurança            ;31901600 - Outras Despesas Variáveis - Pessoal Civil;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;12.101.512,55;12.384.928,60;2.401.671,97;21.995.588,98;12.027.706,67;15.195.713,44;19.964.015,35;14.559.611,53;20.501.943,65;2.512.595,23;9.216.028,03;4.722.117,84;149.025.827,07
26 - Secretaria de Estado de Segurança            ;31901700 - Outras Despesas Variáveis - Pessoal Militar;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;65.041.165,13;64.992.967,07;64.889.201,01;64.638.383,78;64.518.018,99;66.281.962,03;68.016.309,26;59.168.022,24;64.149.997,62;63.271.392,16;63.761.226,88;65.215.635,54;773.944.281,71
26 - Secretaria de Estado de Segurança            ;31905800 - Outros Benefícios do RGPS - Área Urbana;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;200;0;0;0;-200;0;0;0;0;0;0;0;0
26 - Secretaria de Estado de Segurança            ;31909200 - Despesas de Exercícios Anteriores;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;17.535.037,91;8.496.958,81;6.116.856,33;3.069.153,36;10.652.894,55;1.171.807,15;2.456.640,48;1.739.985,49;5.231.302,48;845.357,34;218.031,42;808.407,99;58.359.367,09
26 - Secretaria de Estado de Segurança            ;31909600 - Ressarcimento de Despesas de Pessoal Requisit;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;150.000,00;570.000,00;0;602.000,00;484.153,73;0;600.000,00;98.849,57;361.000,00;200.000,00;0;560.552,47;3.626.555,77
26 - Secretaria de Estado de Segurança            ;31911300 - Obrigações Patronais;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;72.776.860,72;72.388.606,78;71.593.282,33;71.663.822,54;88.193.615,48;62.997.999,42;110.603.969,94;63.041.258,98;111.215.059,20;83.879.617,44;87.692.571,91;146.947.892,36;1.042.994.557,10
26 - Secretaria de Estado de Segurança            ;33900100 - Aposentadorias e Reformas;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;1.903,31;16.219,36;17.136,76;3.120,61;-38.380,04;0;0;0;0;0;0;0;0
26 - Secretaria de Estado de Segurança            ;33900300 - Pensões do RPPS e do Militar;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;409,88;409,88;409,88;409,88;-1.639,52;0;0;0;0;0;0;0;0
26 - Secretaria de Estado de Segurança            ;33900800 - Outros Benefícios Assistenciais do Servidor e;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;149.950,41;860.309,97;185.938,60;374.909,26;298.842,91;361.491,47;187.996,59;218.392,32;411.360,94;237.152,33;507.737,83;161.177,36;3.955.259,99
26 - Secretaria de Estado de Segurança            ;33901900 - Auxílio-Fardamento;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;129.854,04;108.389,69;88.687,69;86.564,11;132.619,19;154.482,20;128.324,38;209.831,42;1.729.733,06;485.682,55;328.231,03;1.602.774,53;5.185.173,89
26 - Secretaria de Estado de Segurança            ;33904600 - Auxílio Alimentação;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;4.941.743,61;5.093.202,17;3.015.578,33;717.004,69;3.078.498,62;3.100.058,36;3.067.152,36;3.072.715,27;3.127.945,22;1.051.881,87;3.099.577,90;3.013.944,52;36.478.316,17
26 - Secretaria de Estado de Segurança            ;33904900 - Auxílio Transporte;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;4.377.012,35;4.405.009,55;3.684.349,89;3.707.746,18;3.649.324,41;3.863.042,98;4.115.507,89;3.353.377,02;3.870.361,69;3.748.965,91;3.791.409,52;2.913.843,15;45.479.950,54
26 - Secretaria de Estado de Segurança            ;33909200 - Despesas de Exercícios Anteriores;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;294.994,39;100.626,31;51.890,80;2.424.184,87;123.536,75;36.760,40;39.531,55;27.320,23;25.075,34;14.963,29;10.355,53;28.263,69;3.177.503,15
21 - Secretaria de Estado da Casa Civil e Desenvol;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;8021 -  ;2.400,00;0;106.500,00;2.400,00;0;128.950,96;-18.000,00;0;0;6.727,00;0;123.493,17;356.000,91
26 - Secretaria de Estado de Segurança            ;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;8021 -  ;9.013,08;262,21;70.693,54;157,41;931.339,89;2.055.199,44;127.997,87;2.383.584,70;7.260.142,21;79.027,53;4.630.331,60;10.953.508,90;28.505.066,95
26 - Secretaria de Estado de Segurança            ;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;100 - Ordinários Provenientes de Impostos;181 - Policiamento;0060 - Integração da Segurança Pública;8201 -  ;2.000,00;0;0;0;0;0;-1.262,87;0;0;0;0;0;737,13
26 - Secretaria de Estado de Segurança            ;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;100 - Ordinários Provenientes de Impostos;181 - Policiamento;0067 - Gestão da Tecnologia da Informação, Comunicaç;8277 -  ;129.695,14;0;414.176,24;0;0;0;0;117.143,97;154.785,99;165.014,54;0;-252.552,14;728.263,74
26 - Secretaria de Estado de Segurança            ;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;100 - Ordinários Provenientes de Impostos;181 - Policiamento;0067 - Gestão da Tecnologia da Informação, Comunicaç;8279 -  ;226.314,72;0;306.377,12;-38.000,00;-1.000,00;0;0;387.890,30;30.838,41;215.378,48;67.198,80;-164.544,34;1.030.453,49
26 - Secretaria de Estado de Segurança            ;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;100 - Ordinários Provenientes de Impostos;181 - Policiamento;0070 - Gestão Operacional da Polícia;8198 -  ;546.102,00;0;278.824,14;0;0;37.000,00;577.485,88;10.782,00;10.782,00;-195.873,70;0;-10.401,78;1.258.421,92
21 - Secretaria de Estado da Casa Civil e Desenvol;33903000 - Material de Consumo;100 - Ordinários Provenientes de Impostos;781 - Transporte Aéreo;0059 - Desenvolvimento das Atividades de Segurança O;2039 -  ;182.528,00;-157.525,00;61.000,00;17.960,45;0;-453,86;211.498,44;786.000,00;640.000,00;145.943,85;593.635,79;-419.213,69;2.061.873,98
21 - Secretaria de Estado da Casa Civil e Desenvol;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;100 - Ordinários Provenientes de Impostos;781 - Transporte Aéreo;0059 - Desenvolvimento das Atividades de Segurança O;2039 -  ;1.170.441,00;0;4.000,00;858.961,90;0;531.194,51;987.768,70;1;240.792,00;416.090,68;1.291.055,00;11.070.122,48;16.936.130,27
08 - Vice-Governadoria do Estado;33904700 - Obrigações Tributárias e Contributivas;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;0467 - Despesas Obrigatórias de caráter Primário;0;0;0;0;0;0;0;0;0;0;0;0;2.457,61
08 - Vice-Governadoria do Estado;31901100 - Vencimentos e Vantagens Fixas - Pessoal Civil;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 - Pessoal e Encargos Sociais;0;0;0;0;0;0;0;0;0;0;0;0;38.325,39
08 - Vice-Governadoria do Estado;31901300 - Obrigações Patronais;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 - Pessoal e Encargos Sociais;0;0;0;0;0;0;0;0;0;0;0;0;31.400,81
08 - Vice-Governadoria do Estado;31901600 - Outras Despesas Variáveis - Pessoal Civil;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 - Pessoal e Encargos Sociais;0;0;0;0;0;0;0;0;0;0;0;0;164.055,79
08 - Vice-Governadoria do Estado;33904600 - Auxílio Alimentação;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 - Pessoal e Encargos Sociais;0;0;0;0;0;0;0;0;0;0;0;0;5.760,00
16 - Secretaria de Estado de Defesa Civil e Corpo ;31909200 - Despesas de Exercícios Anteriores;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 - Pessoal e Encargos Sociais;0;2.111,98;39.494,57;6.691,23;0;0;0;0;0;0;0;-41.142,30;1.319.540,07
25 - Secretaria de Estado de Administração Peniten;33909200 - Despesas de Exercícios Anteriores;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 - Pessoal e Encargos Sociais;0;0;16.997,36;0;0;63,33;0;42;624,26;62.592,67;628;545,81;88.900,02
51 - SECRETARIA DE ESTADO DE POLÍCIA MILITAR;31900100 - Aposentadorias e Reformas;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 - Pessoal e Encargos Sociais;0;0;0;0;0;0;0;0;0;0;0;0;3.901,02
51 - SECRETARIA DE ESTADO DE POLÍCIA MILITAR;31900300 - Pensões do RPPS e do Militar;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 - Pessoal e Encargos Sociais;0;0;0;0;0;0;0;0;0;0;0;0;2.308.583,65
51 - SECRETARIA DE ESTADO DE POLÍCIA MILITAR;31900400 - Contratação Por Tempo Determinado;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 - Pessoal e Encargos Sociais;0;0;0;0;0;0;0;0;0;0;0;0;1.110.925,44
51 - SECRETARIA DE ESTADO DE POLÍCIA MILITAR;31900500 - Outros Benefícios Previdenciários do Servidor;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 - Pessoal e Encargos Sociais;0;0;0;0;0;0;0;0;0;0;0;0;43,2
51 - SECRETARIA DE ESTADO DE POLÍCIA MILITAR;31901100 - Vencimentos e Vantagens Fixas - Pessoal Civil;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 - Pessoal e Encargos Sociais;0;0;0;0;0;0;0;0;0;0;0;0;1.199.092,86
51 - SECRETARIA DE ESTADO DE POLÍCIA MILITAR;31901200 - Vencimentos e Vantagens Fixas - Pessoal Milit;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 - Pessoal e Encargos Sociais;0;0;0;0;0;0;0;0;0;0;0;0;239.811.413,22
51 - SECRETARIA DE ESTADO DE POLÍCIA MILITAR;31901300 - Obrigações Patronais;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 - Pessoal e Encargos Sociais;0;0;0;0;0;0;0;0;0;0;0;0;37.408,11
51 - SECRETARIA DE ESTADO DE POLÍCIA MILITAR;31901700 - Outras Despesas Variáveis - Pessoal Militar;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 - Pessoal e Encargos Sociais;0;0;0;0;0;0;0;0;0;0;0;0;67.819.160,00
51 - SECRETARIA DE ESTADO DE POLÍCIA MILITAR;31909200 - Despesas de Exercícios Anteriores;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 - Pessoal e Encargos Sociais;0;0;0;0;0;0;0;0;0;0;0;0;4.254.294,97
51 - SECRETARIA DE ESTADO DE POLÍCIA MILITAR;31911300 - Obrigações Patronais;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 - Pessoal e Encargos Sociais;0;0;0;0;0;0;0;0;0;0;0;0;68.475.127,69
51 - SECRETARIA DE ESTADO DE POLÍCIA MILITAR;33900800 - Outros Benefícios Assistenciais do Servidor e;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 - Pessoal e Encargos Sociais;0;0;0;0;0;0;0;0;0;0;0;0;194.229,00
51 - SECRETARIA DE ESTADO DE POLÍCIA MILITAR;33901900 - Auxílio-Fardamento;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 - Pessoal e Encargos Sociais;0;0;0;0;0;0;0;0;0;0;0;0;172.079,21
